,TF,Target,Label
307,51,691,1
308,51,34,1
309,51,328,1
310,51,712,1
311,51,769,1
312,51,690,1
313,51,477,1
314,51,891,1
315,51,119,1
316,51,248,1
317,51,490,1
318,51,103,1
319,51,167,1
320,51,286,1
321,51,89,1
322,51,521,1
323,51,771,1
324,51,739,1
325,51,330,1
326,51,443,1
327,51,1083,1
328,51,1030,1
329,51,1010,1
330,51,789,1
331,51,594,1
332,51,1040,1
333,51,187,1
334,51,421,1
335,51,41,1
336,51,28,1
337,51,288,1
338,51,612,1
339,51,344,1
340,51,967,1
341,51,147,1
342,51,435,1
343,51,236,1
344,51,298,1
345,51,485,1
346,51,573,1
347,51,513,1
348,51,1002,1
349,51,222,1
350,51,438,1
351,51,642,1
352,51,212,1
353,51,824,1
354,51,197,1
355,51,934,1
356,51,11,1
357,51,274,1
358,51,249,1
359,51,1058,1
360,51,999,1
361,51,402,1
362,51,1008,1
363,51,640,1
364,51,397,1
365,51,21,1
366,51,384,1
367,51,732,1
368,51,395,1
369,51,502,1
370,51,560,1
371,51,875,1
372,51,137,1
373,51,663,1
374,51,350,1
375,51,1020,1
376,51,1042,1
377,51,622,1
378,51,609,1
379,51,737,1
380,51,643,1
381,51,218,1
382,51,796,1
383,51,711,1
384,51,339,1
385,51,104,1
386,51,572,1
387,51,908,1
388,51,143,1
389,51,1066,1
390,51,213,1
391,51,859,1
392,51,374,1
393,51,751,1
394,51,668,1
395,51,81,1
396,51,877,1
397,51,785,1
398,51,563,1
399,51,774,1
400,51,475,1
401,51,667,1
402,51,151,1
403,51,96,1
404,51,549,1
405,51,158,1
406,51,361,1
407,51,725,1
408,51,1054,1
409,51,247,1
410,51,106,1
411,51,1021,1
412,51,231,1
413,51,1012,1
414,51,352,1
415,51,426,1
416,51,624,1
417,51,820,1
418,51,135,1
419,51,756,1
420,51,428,1
421,51,1062,1
422,51,611,1
423,51,267,1
424,51,1024,1
425,51,221,1
426,51,781,1
427,51,71,1
428,51,1119,1
429,51,440,1
430,51,70,1
431,51,1076,1
432,51,714,1
433,51,23,1
434,51,296,1
435,51,453,1
436,51,237,1
437,51,1000,1
438,51,355,1
439,51,223,1
440,51,773,1
441,51,254,1
442,51,159,1
443,51,1088,1
444,51,656,1
445,51,899,1
446,51,1001,1
447,51,293,1
448,51,590,1
449,51,968,1
450,51,811,1
451,51,884,1
452,51,313,1
453,51,110,1
454,51,83,1
455,51,696,1
456,51,1052,1
457,51,13,1
458,51,1055,1
459,51,1047,1
460,51,191,1
461,51,1116,1
462,51,938,1
463,51,35,1
464,51,597,1
465,51,509,1
466,51,10,1
467,51,1111,1
468,51,699,1
469,51,939,1
470,51,878,1
471,51,315,1
472,51,1028,1
473,51,305,1
474,51,742,1
475,51,662,1
476,51,1041,1
477,51,112,1
478,51,639,1
479,51,1015,1
480,51,687,1
481,51,94,1
482,51,1067,1
483,51,162,1
484,51,22,1
485,51,1005,1
486,51,448,1
487,51,225,1
488,51,602,1
489,51,1013,1
490,51,980,1
491,51,647,1
492,51,1117,1
493,51,343,1
494,51,962,1
495,51,62,1
496,51,423,1
497,51,461,1
498,51,1036,1
499,51,985,1
500,51,608,1
501,51,115,1
502,51,652,1
503,51,798,1
504,51,473,1
505,51,1034,1
506,51,156,1
507,51,866,1
508,51,78,1
509,51,263,1
510,51,925,1
511,51,323,1
512,51,434,1
513,51,277,1
514,51,784,1
515,51,871,1
516,51,763,1
517,51,1048,1
518,51,17,1
519,51,941,1
520,51,447,1
521,51,880,1
522,51,433,1
523,51,506,1
524,51,266,1
525,51,24,1
526,51,1039,1
527,51,862,1
528,51,673,1
529,51,235,1
530,51,636,1
531,51,157,1
532,51,661,1
533,51,378,1
534,51,992,1
535,51,832,1
536,51,883,1
537,51,682,1
538,51,533,1
539,51,259,1
540,51,994,1
541,51,828,1
542,51,403,1
543,51,638,1
544,51,77,1
545,51,997,1
546,51,532,1
547,51,342,1
548,51,189,1
549,51,879,1
550,51,154,1
551,51,474,1
552,51,253,1
553,51,843,1
554,51,0,1
555,51,657,1
556,51,1077,1
557,51,912,1
558,51,720,1
559,51,309,1
560,51,807,1
561,51,130,1
562,51,1044,1
563,51,1078,1
564,51,511,1
565,51,1073,1
566,51,986,1
567,51,192,1
568,51,857,1
569,51,32,1
570,51,125,1
571,51,419,1
572,51,596,1
573,51,340,1
574,51,90,1
575,51,255,1
576,51,931,1
577,51,605,1
578,51,719,1
579,51,175,1
580,51,1017,1
581,51,92,1
582,51,138,1
583,51,1011,1
584,51,69,1
585,51,788,1
586,51,672,1
587,51,294,1
588,51,418,1
589,51,1031,1
590,51,260,1
591,51,1004,1
592,51,916,1
593,51,523,1
594,51,854,1
595,51,93,1
596,51,688,1
597,51,359,1
598,51,799,1
599,51,982,1
600,51,851,1
601,51,669,1
602,51,19,1
603,51,984,1
604,51,736,1
605,51,1,1
606,51,750,1
607,51,952,1
608,51,841,1
609,51,224,1
610,51,226,1
611,51,200,1
612,51,909,1
613,51,923,1
614,51,36,1
615,51,829,1
616,51,914,1
617,51,40,1
618,51,943,1
619,51,181,1
620,51,199,1
621,51,621,1
622,51,1051,1
623,51,570,1
624,51,761,1
625,51,50,1
626,51,759,1
627,51,996,1
628,51,538,1
629,51,721,1
630,51,465,1
631,51,425,1
632,51,876,1
633,51,1094,1
634,51,177,1
635,51,575,1
636,51,856,1
637,51,576,1
638,51,631,1
639,51,449,1
640,51,275,1
641,51,208,1
642,51,114,1
643,51,310,1
644,51,561,1
645,51,958,1
646,51,724,1
647,51,660,1
648,51,299,1
649,51,845,1
650,51,178,1
651,51,334,1
652,51,706,1
653,51,230,1
654,51,284,1
655,51,161,1
656,51,544,1
657,51,149,1
658,51,677,1
659,51,1029,1
660,51,644,1
661,51,372,1
662,51,4,1
663,51,441,1
664,51,410,1
665,51,536,1
666,51,702,1
667,57,187,1
668,80,494,1
669,80,1042,1
670,80,543,1
671,80,818,1
672,80,559,1
673,80,168,1
674,80,192,1
675,80,371,1
676,80,538,1
677,80,983,1
678,80,703,1
679,80,92,1
680,80,246,1
681,80,121,1
682,80,708,1
683,80,659,1
684,80,307,1
685,80,888,1
686,80,208,1
687,80,476,1
688,80,876,1
689,80,862,1
690,80,848,1
691,80,447,1
692,80,238,1
693,80,980,1
694,80,428,1
695,80,677,1
696,80,800,1
697,80,346,1
698,80,883,1
699,80,173,1
700,80,1067,1
701,80,832,1
702,80,593,1
703,80,574,1
704,80,1079,1
705,80,504,1
706,80,71,1
707,80,171,1
708,80,540,1
709,80,978,1
710,80,339,1
711,80,6,1
712,80,544,1
713,80,83,1
714,80,771,1
715,80,752,1
716,80,478,1
717,80,423,1
718,80,816,1
719,80,284,1
720,80,210,1
721,80,909,1
722,80,936,1
723,80,420,1
724,80,483,1
725,80,409,1
726,80,236,1
727,80,550,1
728,80,950,1
729,80,438,1
730,80,1033,1
731,80,737,1
732,80,252,1
733,80,249,1
734,80,886,1
735,80,762,1
736,80,23,1
737,80,261,1
738,80,3,1
739,80,1057,1
740,80,1,1
741,80,491,1
742,80,42,1
743,80,473,1
744,80,865,1
745,80,719,1
746,80,1082,1
747,80,237,1
748,80,175,1
749,80,15,1
750,80,697,1
751,80,849,1
752,80,706,1
753,80,793,1
754,80,1003,1
755,80,266,1
756,80,299,1
757,80,996,1
758,80,930,1
759,80,729,1
760,80,836,1
761,80,920,1
762,80,78,1
763,80,999,1
764,80,1066,1
765,80,317,1
766,80,45,1
767,80,548,1
768,80,85,1
769,80,95,1
770,80,536,1
771,80,577,1
772,80,605,1
773,80,1011,1
774,80,178,1
775,80,84,1
776,80,880,1
777,80,462,1
778,80,1016,1
779,80,557,1
780,80,601,1
781,80,726,1
782,80,259,1
783,80,65,1
784,80,663,1
785,80,799,1
786,80,986,1
787,80,9,1
788,80,668,1
789,80,1064,1
790,80,812,1
791,80,119,1
792,80,779,1
793,80,947,1
794,80,934,1
795,80,369,1
796,80,70,1
797,80,283,1
798,80,156,1
799,80,383,1
800,80,932,1
801,80,295,1
802,80,375,1
803,80,829,1
804,80,864,1
805,80,352,1
806,80,411,1
807,80,40,1
808,93,946,1
809,93,921,1
810,93,592,1
811,93,60,1
812,93,809,1
813,93,142,1
814,93,475,1
815,93,488,1
816,93,55,1
817,93,1059,1
818,93,167,1
819,93,999,1
820,93,382,1
821,93,464,1
822,93,721,1
823,93,785,1
824,93,1111,1
825,93,774,1
826,93,1104,1
827,93,1007,1
828,93,934,1
829,93,842,1
830,93,787,1
831,93,766,1
832,93,22,1
833,93,111,1
834,93,650,1
835,93,50,1
836,93,149,1
837,93,840,1
838,93,858,1
839,93,817,1
840,93,272,1
841,93,1092,1
842,93,290,1
843,93,1077,1
844,93,792,1
845,93,1008,1
846,125,187,1
847,125,266,1
848,126,171,1
849,126,453,1
850,126,1016,1
851,126,646,1
852,126,6,1
853,126,114,1
854,126,713,1
855,126,933,1
856,126,1044,1
857,126,822,1
858,126,536,1
859,126,207,1
860,126,297,1
861,126,616,1
862,126,169,1
863,126,198,1
864,126,371,1
865,126,369,1
866,126,51,1
867,126,419,1
868,126,449,1
869,126,656,1
870,126,719,1
871,126,481,1
872,126,82,1
873,148,323,1
874,148,1033,1
875,148,862,1
876,148,761,1
877,148,355,1
878,148,117,1
879,148,756,1
880,148,193,1
881,148,689,1
882,148,1110,1
883,148,540,1
884,148,859,1
885,148,798,1
886,148,366,1
887,148,835,1
888,148,897,1
889,148,102,1
890,148,985,1
891,148,218,1
892,148,1020,1
893,148,441,1
894,148,25,1
895,148,53,1
896,148,868,1
897,148,792,1
898,148,1085,1
899,148,843,1
900,148,783,1
901,148,860,1
902,148,222,1
903,148,631,1
904,148,720,1
905,148,306,1
906,148,72,1
907,148,75,1
908,148,73,1
909,148,383,1
910,148,208,1
911,148,260,1
912,148,36,1
913,148,979,1
914,148,565,1
915,148,781,1
916,148,806,1
917,148,741,1
918,148,37,1
919,148,635,1
920,148,45,1
921,148,946,1
922,148,643,1
923,148,200,1
924,148,1013,1
925,148,544,1
926,148,272,1
927,148,318,1
928,148,658,1
929,148,409,1
930,148,99,1
931,148,6,1
932,148,161,1
933,148,88,1
934,148,570,1
935,148,381,1
936,148,1102,1
937,148,624,1
938,148,526,1
939,148,908,1
940,148,176,1
941,148,315,1
942,148,451,1
943,148,621,1
944,148,852,1
945,148,80,1
946,148,1052,1
947,148,63,1
948,148,598,1
949,148,943,1
950,148,513,1
951,148,96,1
952,148,611,1
953,148,557,1
954,148,341,1
955,148,365,1
956,148,738,1
957,148,481,1
958,148,645,1
959,148,790,1
960,148,425,1
961,148,202,1
962,148,687,1
963,148,328,1
964,148,619,1
965,148,232,1
966,148,675,1
967,148,58,1
968,148,809,1
969,148,382,1
970,148,805,1
971,148,696,1
972,148,233,1
973,148,101,1
974,148,963,1
975,148,763,1
976,148,586,1
977,148,499,1
978,148,187,1
979,148,417,1
980,148,78,1
981,148,47,1
982,148,737,1
983,148,703,1
984,148,627,1
985,148,713,1
986,148,183,1
987,148,310,1
988,148,735,1
989,148,827,1
990,148,428,1
991,148,609,1
992,148,1097,1
993,148,171,1
994,148,547,1
995,148,672,1
996,148,677,1
997,148,275,1
998,148,342,1
999,148,465,1
1000,148,639,1
1001,148,49,1
1002,148,304,1
1003,148,250,1
1004,148,766,1
1005,148,225,1
1006,148,719,1
1007,148,151,1
1008,148,668,1
1009,148,657,1
1010,148,747,1
1011,148,38,1
1012,148,146,1
1013,148,784,1
1014,148,932,1
1015,148,813,1
1016,148,1028,1
1017,148,169,1
1018,148,105,1
1019,148,548,1
1020,148,1115,1
1021,148,869,1
1022,148,278,1
1023,148,978,1
1024,148,1118,1
1025,148,518,1
1026,148,402,1
1027,148,984,1
1028,148,1022,1
1029,148,1078,1
1030,148,853,1
1031,148,352,1
1032,148,937,1
1033,148,927,1
1034,148,474,1
1035,148,745,1
1036,148,1086,1
1037,148,981,1
1038,148,333,1
1039,148,141,1
1040,148,274,1
1041,148,142,1
1042,148,1088,1
1043,148,8,1
1044,148,330,1
1045,148,585,1
1046,148,952,1
1047,148,135,1
1048,148,1005,1
1049,148,76,1
1050,148,892,1
1051,148,305,1
1052,148,941,1
1053,148,883,1
1054,148,444,1
1055,148,269,1
1056,148,66,1
1057,148,5,1
1058,148,729,1
1059,148,983,1
1060,148,755,1
1061,148,955,1
1062,148,957,1
1063,148,1011,1
1064,148,461,1
1065,148,799,1
1066,148,1014,1
1067,148,536,1
1068,148,926,1
1069,148,20,1
1070,148,679,1
1071,148,331,1
1072,148,316,1
1073,148,642,1
1074,148,380,1
1075,148,215,1
1076,148,1045,1
1077,148,281,1
1078,148,223,1
1079,148,982,1
1080,148,712,1
1081,148,571,1
1082,148,467,1
1083,148,358,1
1084,148,793,1
1085,148,721,1
1086,148,140,1
1087,148,637,1
1088,148,1012,1
1089,148,702,1
1090,148,152,1
1091,148,734,1
1092,148,694,1
1093,148,769,1
1094,148,831,1
1095,148,1108,1
1096,148,426,1
1097,148,1105,1
1098,148,1058,1
1099,148,564,1
1100,148,515,1
1101,148,942,1
1102,148,186,1
1103,148,437,1
1104,148,42,1
1105,148,165,1
1106,148,819,1
1107,148,1084,1
1108,148,822,1
1109,148,94,1
1110,148,962,1
1111,148,292,1
1112,148,320,1
1113,148,1030,1
1114,148,597,1
1115,148,369,1
1116,148,40,1
1117,148,584,1
1118,148,339,1
1119,148,325,1
1120,148,646,1
1121,148,27,1
1122,148,707,1
1123,148,443,1
1124,148,951,1
1125,148,1010,1
1126,148,59,1
1127,148,100,1
1128,148,968,1
1129,148,459,1
1130,148,29,1
1131,148,692,1
1132,148,143,1
1133,148,886,1
1134,148,812,1
1135,148,517,1
1136,148,134,1
1137,148,770,1
1138,148,752,1
1139,148,891,1
1140,148,288,1
1141,148,997,1
1142,148,543,1
1143,148,505,1
1144,148,956,1
1145,148,961,1
1146,148,663,1
1147,148,669,1
1148,148,750,1
1149,148,423,1
1150,148,990,1
1151,148,938,1
1152,148,503,1
1153,148,591,1
1154,148,123,1
1155,148,730,1
1156,148,1096,1
1157,148,833,1
1158,148,1075,1
1159,148,1101,1
1160,148,500,1
1161,148,178,1
1162,148,842,1
1163,148,91,1
1164,148,923,1
1165,148,343,1
1166,148,344,1
1167,148,276,1
1168,148,282,1
1169,148,431,1
1170,148,905,1
1171,148,949,1
1172,148,280,1
1173,148,744,1
1174,148,616,1
1175,148,880,1
1176,148,787,1
1177,148,293,1
1178,148,521,1
1179,148,576,1
1180,148,173,1
1181,148,1050,1
1182,148,387,1
1183,148,433,1
1184,148,56,1
1185,148,1053,1
1186,148,398,1
1187,148,950,1
1188,148,867,1
1189,148,612,1
1190,148,575,1
1191,148,103,1
1192,148,877,1
1193,148,240,1
1194,148,760,1
1195,148,158,1
1196,148,775,1
1197,148,230,1
1198,148,340,1
1199,148,778,1
1200,148,759,1
1201,148,4,1
1202,148,638,1
1203,148,404,1
1204,148,1040,1
1205,148,79,1
1206,148,774,1
1207,148,336,1
1208,148,1094,1
1209,148,67,1
1210,148,475,1
1211,148,395,1
1212,148,1104,1
1213,148,405,1
1214,148,270,1
1215,148,661,1
1216,148,494,1
1217,148,0,1
1218,148,512,1
1219,148,974,1
1220,148,617,1
1221,148,93,1
1222,148,442,1
1223,148,776,1
1224,148,724,1
1225,148,87,1
1226,148,50,1
1227,148,648,1
1228,148,322,1
1229,148,771,1
1230,148,286,1
1231,148,602,1
1232,148,857,1
1233,148,532,1
1234,148,858,1
1235,148,615,1
1236,148,918,1
1237,148,714,1
1238,148,865,1
1239,148,596,1
1240,148,81,1
1241,148,97,1
1242,148,998,1
1243,148,814,1
1244,148,542,1
1245,148,471,1
1246,148,546,1
1247,148,919,1
1248,148,807,1
1249,148,507,1
1250,148,491,1
1251,148,746,1
1252,148,914,1
1253,148,308,1
1254,148,251,1
1255,148,579,1
1256,148,561,1
1257,148,1001,1
1258,148,466,1
1259,148,247,1
1260,148,841,1
1261,148,912,1
1262,148,995,1
1263,148,228,1
1264,148,893,1
1265,148,887,1
1266,148,420,1
1267,148,464,1
1268,148,470,1
1269,148,666,1
1270,148,773,1
1271,148,363,1
1272,148,284,1
1273,148,388,1
1274,148,11,1
1275,148,671,1
1276,148,967,1
1277,148,261,1
1278,148,302,1
1279,148,479,1
1280,148,708,1
1281,148,748,1
1282,148,1048,1
1283,148,1060,1
1284,148,929,1
1285,148,1107,1
1286,148,634,1
1287,148,106,1
1288,148,314,1
1289,148,131,1
1290,148,95,1
1291,148,1042,1
1292,148,487,1
1293,148,587,1
1294,148,389,1
1295,148,130,1
1296,148,194,1
1297,148,110,1
1298,148,701,1
1299,148,1038,1
1300,148,357,1
1301,148,560,1
1302,148,915,1
1303,148,1111,1
1304,148,462,1
1305,148,262,1
1306,148,498,1
1307,148,440,1
1308,148,1066,1
1309,148,976,1
1310,148,205,1
1311,148,10,1
1312,148,125,1
1313,148,424,1
1314,148,329,1
1315,148,800,1
1316,148,785,1
1317,148,572,1
1318,148,780,1
1319,148,537,1
1320,148,826,1
1321,148,832,1
1322,148,552,1
1323,148,772,1
1324,148,626,1
1325,148,1092,1
1326,148,851,1
1327,148,265,1
1328,148,299,1
1329,148,226,1
1330,148,1016,1
1331,148,1034,1
1332,148,371,1
1333,148,486,1
1334,148,1119,1
1335,148,17,1
1336,148,22,1
1337,148,855,1
1338,148,588,1
1339,148,349,1
1340,148,1059,1
1341,148,283,1
1342,148,488,1
1343,148,410,1
1344,148,221,1
1345,148,947,1
1346,148,1029,1
1347,148,508,1
1348,148,435,1
1349,148,32,1
1350,148,506,1
1351,148,736,1
1352,148,999,1
1353,148,863,1
1354,148,65,1
1355,148,35,1
1356,148,64,1
1357,148,15,1
1358,148,989,1
1359,148,361,1
1360,148,959,1
1361,148,219,1
1362,148,567,1
1363,148,971,1
1364,148,875,1
1365,148,534,1
1366,148,933,1
1367,148,145,1
1368,148,445,1
1369,148,457,1
1370,148,935,1
1371,148,1041,1
1372,148,85,1
1373,148,829,1
1374,148,419,1
1375,148,554,1
1376,148,170,1
1377,148,994,1
1378,148,900,1
1379,148,608,1
1380,148,199,1
1381,148,90,1
1382,148,652,1
1383,148,266,1
1384,148,356,1
1385,148,1087,1
1386,148,263,1
1387,148,285,1
1388,148,563,1
1389,148,888,1
1390,148,936,1
1391,148,1062,1
1392,148,120,1
1393,148,910,1
1394,148,495,1
1395,148,237,1
1396,148,109,1
1397,148,837,1
1398,148,848,1
1399,148,725,1
1400,148,1021,1
1401,148,577,1
1402,148,762,1
1403,148,61,1
1404,148,758,1
1405,148,722,1
1406,148,212,1
1407,148,24,1
1408,148,975,1
1409,148,154,1
1410,148,739,1
1411,148,411,1
1412,148,43,1
1413,148,789,1
1414,148,996,1
1415,148,13,1
1416,148,574,1
1417,148,1117,1
1418,148,252,1
1419,148,876,1
1420,148,1032,1
1421,148,603,1
1422,148,640,1
1423,148,172,1
1424,148,217,1
1425,148,802,1
1426,148,681,1
1427,148,300,1
1428,148,30,1
1429,148,559,1
1430,148,317,1
1431,148,26,1
1432,148,86,1
1433,148,1051,1
1434,148,944,1
1435,148,177,1
1436,148,168,1
1437,148,191,1
1438,148,31,1
1439,148,1089,1
1440,148,159,1
1441,148,1074,1
1442,148,916,1
1443,148,248,1
1444,148,664,1
1445,148,1055,1
1446,148,277,1
1447,151,187,1
1448,159,493,1
1449,159,766,1
1450,159,1079,1
1451,159,457,1
1452,159,789,1
1453,159,156,1
1454,159,759,1
1455,159,656,1
1456,159,428,1
1457,159,512,1
1458,159,387,1
1459,159,612,1
1460,159,1077,1
1461,159,173,1
1462,159,877,1
1463,159,1036,1
1464,159,504,1
1465,159,1094,1
1466,159,867,1
1467,159,442,1
1468,159,342,1
1469,159,1118,1
1470,159,223,1
1471,159,339,1
1472,159,27,1
1473,159,935,1
1474,159,1029,1
1475,159,1016,1
1476,159,874,1
1477,159,571,1
1478,159,1106,1
1479,159,857,1
1480,159,45,1
1481,159,995,1
1482,159,414,1
1483,159,28,1
1484,159,127,1
1485,159,673,1
1486,159,752,1
1487,159,790,1
1488,159,722,1
1489,159,10,1
1490,159,187,1
1491,159,901,1
1492,159,868,1
1493,159,147,1
1494,159,672,1
1495,159,217,1
1496,159,450,1
1497,159,31,1
1498,159,852,1
1499,159,1024,1
1500,159,970,1
1501,159,1099,1
1502,159,153,1
1503,159,793,1
1504,159,797,1
1505,159,575,1
1506,159,15,1
1507,159,115,1
1508,159,478,1
1509,159,432,1
1510,159,495,1
1511,159,732,1
1512,159,750,1
1513,159,462,1
1514,159,25,1
1515,159,1064,1
1516,159,574,1
1517,159,568,1
1518,159,706,1
1519,159,446,1
1520,159,101,1
1521,159,1088,1
1522,159,355,1
1523,159,729,1
1524,159,795,1
1525,159,252,1
1526,159,451,1
1527,159,562,1
1528,159,780,1
1529,159,484,1
1530,159,198,1
1531,159,638,1
1532,159,230,1
1533,159,299,1
1534,159,497,1
1535,159,751,1
1536,159,993,1
1537,159,618,1
1538,159,498,1
1539,159,899,1
1540,159,124,1
1541,159,437,1
1542,159,303,1
1543,159,235,1
1544,159,923,1
1545,159,111,1
1546,159,850,1
1547,159,318,1
1548,159,181,1
1549,159,1072,1
1550,159,323,1
1551,159,293,1
1552,159,598,1
1553,159,133,1
1554,159,989,1
1555,159,984,1
1556,159,594,1
1557,159,32,1
1558,159,479,1
1559,159,109,1
1560,159,145,1
1561,159,236,1
1562,159,325,1
1563,159,210,1
1564,159,440,1
1565,159,630,1
1566,159,471,1
1567,159,1044,1
1568,159,856,1
1569,159,883,1
1570,159,178,1
1571,159,924,1
1572,159,559,1
1573,159,990,1
1574,159,629,1
1575,159,979,1
1576,159,320,1
1577,159,644,1
1578,159,578,1
1579,159,420,1
1580,159,1034,1
1581,159,273,1
1582,159,382,1
1583,159,117,1
1584,159,747,1
1585,159,289,1
1586,159,692,1
1587,159,1101,1
1588,159,724,1
1589,172,758,1
1590,172,273,1
1591,172,752,1
1592,172,720,1
1593,172,1024,1
1594,172,142,1
1595,172,825,1
1596,172,799,1
1597,172,160,1
1598,172,329,1
1599,172,900,1
1600,172,82,1
1601,172,536,1
1602,172,453,1
1603,172,542,1
1604,172,740,1
1605,172,662,1
1606,172,749,1
1607,172,795,1
1608,172,751,1
1609,172,1073,1
1610,172,958,1
1611,172,288,1
1612,172,468,1
1613,172,839,1
1614,172,59,1
1615,172,656,1
1616,172,754,1
1617,172,338,1
1618,172,213,1
1619,172,1109,1
1620,172,869,1
1621,172,2,1
1622,172,1084,1
1623,172,538,1
1624,172,723,1
1625,172,305,1
1626,172,711,1
1627,172,332,1
1628,172,111,1
1629,172,724,1
1630,172,465,1
1631,172,525,1
1632,172,87,1
1633,172,746,1
1634,172,310,1
1635,172,849,1
1636,172,783,1
1637,172,818,1
1638,172,915,1
1639,172,278,1
1640,172,586,1
1641,172,299,1
1642,172,457,1
1643,172,210,1
1644,172,658,1
